Algae,Rotifers,Eggs,Egg_Ratio,Dead_Rotifers,Time
10.0,4.667500957758444,1.0,0.44001195859581865,1.0,0.0
53.0,7.335001915516888,2.0,0.4999999659168483,0.0,1.0
67.0,0.0,1.0,0.9999997273348422,1.0,2.0
48.0,1.0,0.0,0.0,2.0,3.0
44.0,1.0,3.0,0.9166839677322169,0.0,4.0
28.0,3.667500957758444,2.0,0.6666666060743984,0.0,5.0
18.0,5.667500957758444,3.0,0.6600179774868741,1.0,6.0
14.0,3.0,3.0,0.7857525320363816,0.0,7.0
4.0,11.002502873275333,1.0,0.24999998295842416,0.0,8.0
6.0,3.667500957758444,0.0,0.0,1.0,9.0
3.0,4.0,0.0,0.0,0.0,10.0
7.0,9.335001915516887,0.0,0.0,3.0,11.0
19.0,15.670003831033776,2.0,0.31884371938368095,1.0,12.0
10.0,13.002502873275333,1.0,0.2200059924956247,4.0,13.0
5.0,8.667500957758444,1.0,0.2973246932228034,2.0,14.0
2.0,5.667500957758444,0.0,0.0,5.0,15.0
3.0,16.002502873275333,0.0,0.0,3.0,16.0
10.0,13.002502873275333,1.0,0.2200059924956247,2.0,17.0
18.0,3.667500957758444,0.0,0.0,0.0,18.0
3.0,3.0,0.0,0.0,1.0,19.0
2.0,19.670003831033775,2.0,0.27161637041448927,4.0,20.0
3.0,8.667500957758444,0.0,0.0,2.0,21.0
12.0,2.0,2.0,0.7857525039788104,1.0,22.0
15.0,1.0,0.0,0.0,3.0,23.0
12.0,3.667500957758444,1.0,0.4999999318337012,1.0,24.0
2.0,8.335001915516887,1.0,0.3055613225774056,3.0,25.0
5.0,8.667500957758444,0.0,0.0,1.0,26.0
3.0,4.0,1.0,0.47831757695835264,3.0,27.0
24.0,13.002502873275333,0.0,0.0,0.0,28.0
20.0,3.667500957758444,2.0,0.6666666060743984,1.0,29.0
7.0,6.667500957758444,1.0,0.35486211157735514,1.0,30.0
4.0,3.667500957758444,1.0,0.4999999318337012,2.0,31.0
7.0,1.0,1.0,0.7857524198061081,2.0,32.0
19.0,9.335001915516887,3.0,0.5409956848955733,1.0,33.0
18.0,15.670003831033776,1.0,0.18965739417562746,4.0,34.0
5.0,9.335001915516887,0.0,0.0,2.0,35.0
4.0,6.667500957758444,1.0,0.35486211157735514,1.0,36.0
9.0,3.0,1.0,0.5500562251040457,2.0,37.0
14.0,2.0,1.0,0.6471106644679447,6.0,38.0
16.0,3.0,0.0,0.0,0.0,39.0
13.0,9.335001915516887,1.0,0.2820611317252852,1.0,40.0
1.0,5.667500957758444,2.0,0.5641222634505704,2.0,41.0
6.0,5.0,1.0,0.4231324060418118,2.0,42.0
12.0,7.667500957758444,0.0,0.0,3.0,43.0
11.0,6.667500957758444,0.0,0.0,3.0,44.0
16.0,1.0,3.0,0.9166839677322169,1.0,45.0
5.0,4.667500957758444,0.0,0.0,3.0,46.0
2.0,1.0,1.0,0.7857524198061081,0.0,47.0
7.0,8.335001915516887,2.0,0.46809187327053214,3.0,48.0
14.0,1.0,0.0,0.0,1.0,49.0
18.0,8.335001915516887,0.0,0.0,2.0,50.0
11.0,9.335001915516887,0.0,0.0,2.0,51.0
4.0,6.667500957758444,1.0,0.35486211157735514,1.0,52.0
6.0,7.667500957758444,1.0,0.3235553607787672,1.0,53.0
14.0,10.335001915516887,0.0,0.0,1.0,54.0
9.0,15.002502873275333,0.0,0.0,1.0,55.0
3.0,6.667500957758444,0.0,0.0,2.0,56.0
4.0,1.0,0.0,0.0,1.0,57.0
6.0,2.0,1.0,0.6471106644679447,1.0,58.0
12.0,5.0,2.0,0.5946493864456068,1.0,59.0
14.0,19.33750478879222,1.0,0.15942185969184047,1.0,60.0
19.0,13.002502873275333,0.0,0.0,1.0,61.0
2.0,12.335001915516887,0.0,0.0,1.0,62.0
0.0,3.0,1.0,0.5500562251040457,3.0,63.0
5.0,3.0,1.0,0.5500562251040457,2.0,64.0
13.0,5.0,2.0,0.5946493864456068,4.0,65.0
21.0,16.670003831033775,1.0,0.18033189496519106,1.0,66.0
4.0,8.335001915516887,1.0,0.3055613225774056,0.0,67.0
2.0,13.002502873275333,1.0,0.2200059924956247,1.0,68.0
5.0,4.0,2.0,0.6471107215575344,0.0,69.0
14.0,2.0,2.0,0.7857525039788104,4.0,70.0
27.0,5.667500957758444,1.0,0.3928762519894052,2.0,71.0
6.0,0.0,0.0,0.0,0.0,72.0
2.0,9.335001915516887,1.0,0.2820611317252852,2.0,73.0
4.0,4.667500957758444,1.0,0.44001195859581865,1.0,74.0
16.0,0.0,1.0,0.9999997273348422,2.0,75.0
20.0,3.667500957758444,3.0,0.7499999488752725,1.0,76.0
13.0,5.667500957758444,1.0,0.3928762519894052,2.0,77.0
4.0,9.335001915516887,0.0,0.0,3.0,78.0
3.0,7.667500957758444,0.0,0.0,2.0,79.0
5.0,5.0,4.0,0.7458058072201694,2.0,80.0
20.0,13.002502873275333,0.0,0.0,0.0,81.0
15.0,21.33750478879222,1.0,0.14667066459657566,2.0,82.0
2.0,13.335001915516887,0.0,0.0,1.0,83.0
6.0,5.667500957758444,1.0,0.3928762519894052,0.0,84.0
7.0,5.0,1.0,0.4231324060418118,0.0,85.0
12.0,15.002502873275333,0.0,0.0,0.0,86.0
8.0,10.335001915516887,0.0,0.0,9.0,87.0
4.0,4.667500957758444,0.0,0.0,1.0,88.0
0.0,8.335001915516887,0.0,0.0,3.0,89.0
9.0,9.335001915516887,0.0,0.0,2.0,90.0
7.0,9.335001915516887,0.0,0.0,2.0,91.0
