time,algae,rotifers,egg-ratio,eggs,dead animals,external medium
106.11,0.35,37.53,0.13,4.82,0.6,160.0
107.02,0.4,25.28,0.12,3.01,0.4,160.0
108.1,0.51,16.86,0.31,5.22,0.0,160.0
109.16,0.91,15.25,0.29,4.41,0.0,0.0
109.99,0.49,14.05,0.66,9.23,0.4,0.0
110.97,0.89,20.27,0.45,9.03,0.0,0.0
112.0,1.45,47.96,0.48,23.08,0.0,0.0
113.05,0.83,43.75,0.23,10.23,0.0,160.0
114.01,0.3,47.36,0.12,5.82,0.4,160.0
115.1,0.32,14.05,0.11,1.61,0.6,160.0
116.25,0.54,16.45,0.28,4.62,0.4,160.0
116.96,0.71,18.46,0.39,7.22,0.2,0.0
117.95,1.58,16.86,0.51,8.63,0.2,0.0
118.95,1.67,27.09,0.5,13.44,0.2,0.0
120.03,0.76,51.37,0.25,13.04,0.4,0.0
120.99,0.6,39.93,0.28,11.04,0.8,160.0
122.25,0.69,23.28,0.34,7.83,0.0,160.0
123.34,0.77,34.31,0.38,13.04,0.4,160.0
123.98,0.88,42.34,0.32,13.65,4.62,160.0
124.99,0.85,40.54,0.4,16.25,0.0,0.0
126.0,0.78,55.79,0.38,21.27,0.4,0.0
126.96,1.27,75.05,0.18,13.44,0.2,0.0
128.07,0.88,81.27,0.34,27.29,0.0,0.0
129.29,0.61,74.85,0.26,19.26,0.0,160.0
130.04,0.22,90.3,0.2,17.86,0.0,160.0
130.96,0.25,44.15,0.14,6.02,0.6,160.0
131.94,0.52,21.27,0.26,5.62,0.2,160.0
133.02,0.6,19.67,0.37,7.22,0.2,0.0
134.01,1.28,21.47,0.55,11.84,0.0,0.0
134.97,1.34,33.91,0.44,15.05,0.0,0.0
136.16,0.67,57.39,0.3,17.46,0.2,0.0
137.07,0.99,52.78,0.26,13.85,0.0,160.0
137.99,0.27,42.54,0.24,10.03,0.6,160.0
139.01,0.32,29.9,0.18,5.42,0.0,160.0
140.07,0.5,19.87,0.51,10.03,0.0,160.0
